,docId,isValid,passage,passage_id,e1,e2
19,BioInfer.d2,False,"Abnormal immunoreactivity in the tumor tissue was observed in 18 patients (34.0%) for PROTEIN2, in 35 (66.0%) for alpha-catenin, in 20 (37.7%) for beta-catenin, and in 37 (69.8%) for PROTEIN1.",BioInfer.d2.s0,gamma-catenin,E-cadherin
20,BioInfer.d2,False,"Abnormal immunoreactivity in the tumor tissue was observed in 18 patients (34.0%) for E-cadherin, in 35 (66.0%) for alpha-catenin, in 20 (37.7%) for PROTEIN2, and in 37 (69.8%) for PROTEIN1.",BioInfer.d2.s0,gamma-catenin,beta-catenin
21,BioInfer.d2,False,"Abnormal immunoreactivity in the tumor tissue was observed in 18 patients (34.0%) for PROTEIN1, in 35 (66.0%) for alpha-catenin, in 20 (37.7%) for PROTEIN2, and in 37 (69.8%) for gamma-catenin.",BioInfer.d2.s0,E-cadherin,beta-catenin
22,BioInfer.d3,True,Absence of PROTEIN2 leads to structurally aberrant neuromuscular synapses deficient in PROTEIN1.,BioInfer.d3.s0,utrophin,alpha-syntrophin
23,BioInfer.d3,True,"Thus, PROTEIN2 has an important role in synapse formation and in the organization of utrophin, PROTEIN1, and acetylcholinesterase at the neuromuscular synapse.",BioInfer.d3.s1,acetylcholine receptor,alpha-syntrophin
24,BioInfer.d3,True,"Thus, PROTEIN2 has an important role in synapse formation and in the organization of utrophin, acetylcholine receptor, and PROTEIN1 at the neuromuscular synapse.",BioInfer.d3.s1,acetylcholinesterase,alpha-syntrophin
25,BioInfer.d3,True,"Thus, PROTEIN2 has an important role in synapse formation and in the organization of PROTEIN1, acetylcholine receptor, and acetylcholinesterase at the neuromuscular synapse.",BioInfer.d3.s1,utrophin,alpha-syntrophin
26,BioInfer.d3,False,"Thus, alpha-syntrophin has an important role in synapse formation and in the organization of utrophin, PROTEIN1, and PROTEIN2 at the neuromuscular synapse.",BioInfer.d3.s1,acetylcholine receptor,acetylcholinesterase
27,BioInfer.d3,False,"Thus, alpha-syntrophin has an important role in synapse formation and in the organization of PROTEIN2, PROTEIN1, and acetylcholinesterase at the neuromuscular synapse.",BioInfer.d3.s1,acetylcholine receptor,utrophin
28,BioInfer.d3,False,"Thus, alpha-syntrophin has an important role in synapse formation and in the organization of PROTEIN2, acetylcholine receptor, and PROTEIN1 at the neuromuscular synapse.",BioInfer.d3.s1,acetylcholinesterase,utrophin
29,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and PROTEIN1 is not affected by the differential PROTEIN2 expression.",BioInfer.d4.s0,alpha-catenin,calreticulin
30,BioInfer.d4,True,"Abundance of PROTEIN2, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential PROTEIN1 expression.",BioInfer.d4.s0,calreticulin,actin
31,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and beta 1 iPROTEIN2 pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential cPROTEIN1expression.",BioInfer.d4.s0,calreticulin,alpha 5 integrins
32,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and beta 1 integrins, PROTEIN2 focal adhesion kinase, and alpha-catenin is not affected by the differential PROTEIN1 expression.",BioInfer.d4.s0,calreticulin,pp125
33,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and PROTEIN2, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential PROTEIN1 expression.",BioInfer.d4.s0,calreticulin,beta 1 integrins
34,BioInfer.d4,True,"Abundance of actin, PROTEIN2, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential PROTEIN1 expression.",BioInfer.d4.s0,calreticulin,talin
35,BioInfer.d4,True,"Abundance of actin, talin, alpha 5 and beta 1 integrins, PROTEIN1 PROTEIN2, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,pp125,focal adhesion kinase
36,BioInfer.d4,False,"Abundance of PROTEIN2, talin, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and PROTEIN1 is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha-catenin,actin
37,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and beta 1 iPROTEIN2 pp125 focal adhesion kinase, and aPROTEIN1is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha-catenin,alpha 5 integrins
38,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and beta 1 integrins, PROTEIN2 focal adhesion kinase, and PROTEIN1 is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha-catenin,pp125
39,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and PROTEIN2, pp125 focal adhesion kinase, and PROTEIN1 is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha-catenin,beta 1 integrins
40,BioInfer.d4,False,"Abundance of actin, PROTEIN2, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and PROTEIN1 is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha-catenin,talin
41,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 PROTEIN2, and PROTEIN1 is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha-catenin,focal adhesion kinase
42,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and beta 1 integrins, pp125 PROTEIN2, and alpha-catenin is not affected by the differential PROTEIN1 expression.",BioInfer.d4.s0,calreticulin,focal adhesion kinase
43,BioInfer.d4,False,"Abundance of PROTEIN1, talin, PROTEIN2 and beta 1 PROTEIN2, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,actin,alpha 5 integrins
44,BioInfer.d4,False,"Abundance of PROTEIN1, talin, alpha 5 and beta 1 integrins, PROTEIN2 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,actin,pp125
45,BioInfer.d4,False,"Abundance of PROTEIN1, talin, alpha 5 and PROTEIN2, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,actin,beta 1 integrins
46,BioInfer.d4,False,"Abundance of PROTEIN1, PROTEIN2, alpha 5 and beta 1 integrins, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,actin,talin
47,BioInfer.d4,False,"Abundance of PROTEIN1, talin, alpha 5 and beta 1 integrins, pp125 PROTEIN2, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,actin,focal adhesion kinase
48,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and beta 1 iPROTEIN1 pPROTEIN2focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha 5 integrins,pp125
49,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and PROTEIN2 pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha 5 integrins,beta 1 integrins
50,BioInfer.d4,False,"Abundance of actin, PROTEIN2, PROTEIN1 and beta 1 PROTEIN1, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha 5 integrins,talin
51,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and beta 1 iPROTEIN1 pp125 fPROTEIN2 and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,alpha 5 integrins,focal adhesion kinase
52,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and PROTEIN2, PROTEIN1 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,pp125,beta 1 integrins
53,BioInfer.d4,False,"Abundance of actin, PROTEIN2, alpha 5 and beta 1 integrins, PROTEIN1 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,pp125,talin
54,BioInfer.d4,False,"Abundance of actin, PROTEIN2, alpha 5 and PROTEIN1, pp125 focal adhesion kinase, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,beta 1 integrins,talin
55,BioInfer.d4,False,"Abundance of actin, talin, alpha 5 and PROTEIN1, pp125 PROTEIN2, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,beta 1 integrins,focal adhesion kinase
56,BioInfer.d4,False,"Abundance of actin, PROTEIN1, alpha 5 and beta 1 integrins, pp125 PROTEIN2, and alpha-catenin is not affected by the differential calreticulin expression.",BioInfer.d4.s0,talin,focal adhesion kinase
57,BioInfer.d5,True,Acanthamoeba PROTEIN1 and profilin can be cross-linked between glutamic acid 364 of PROTEIN1 and lysine 115 PROTEIN2lin.,BioInfer.d5.s0,actin,profilin
58,BioInfer.d5,True,Acanthamoeba PROTEIN1 and profilin can be cross-linked between glutamic acid 364 of PROTEIN1 and lysine 115 PROTEIN2lin.,BioInfer.d5.s0,actin,profilin
59,BioInfer.d5,False,Acanthamoeba PROTEIN2IN1 and profilin can be cross-linked between glutamic acid 364 of PROTEIN2IN1 and lysine 115 of profilin.,BioInfer.d5.s0,actin,actin
60,BioInfer.d5,False,Acanthamoeba PROTEIN1 and profilin can be cross-linked between glutamic acid 364 of PROTEIN1 and lysine 115 PROTEIN2lin.,BioInfer.d5.s0,actin,profilin
61,BioInfer.d5,False,Acanthamoeba PROTEIN2 and profilin can be cross-linked between glutamic acid 364 of PROTEIN2 and lysine 115 PROTEIN1lin.,BioInfer.d5.s0,profilin,actin
62,BioInfer.d5,False,Acanthamoeba actin and PROTEIN2 can be cross-linked between glutamic acid 364 of actin and lysine 115 of PROTEIN2.,BioInfer.d5.s0,profilin,profilin
63,BioInfer.d5,True,Acanthamoeba PROTEIN1 was cross-linked to PROTEIN2 via a zero-length isopeptide bond using carbodiimide.,BioInfer.d5.s1,profilin,actin
64,BioInfer.d5,False,"Since the NH2 terminus of PROTEIN1 is blocked, Edman degradation gave only the sequence of the conjugated PROTEIN2 CNBr fragment beginning with Trp-356.",BioInfer.d5.s2,profilin,actin
65,BioInfer.d6,True,Acanthamoeba PROTEIN2 affects the mechanical properties of nonfilamentous PROTEIN1.,BioInfer.d6.s0,actin,profilin
66,BioInfer.d6,True,"In contrast, PROTEIN1 had little effect on the rigidity and viscosity of PROTEIN2 filaments.",BioInfer.d6.s1,profilin,actin
67,BioInfer.d6,False,"We speculate that nonfilamentous PROTEIN2 and PROTEIN1, both of which form shear-sensitive structures, can be modeled as flocculant materials.",BioInfer.d6.s2,profilin,actin
68,BioInfer.d7,True,"Acanthamoeba PROTEIN2 has similar but weaker effects on PROTEIN1, requiring 5 to 10 times more PROTEIN2 than with amoeba actin.",BioInfer.d7.s0,muscle actin,profilin
69,BioInfer.d7,False,"Acanthamoeba PROTEIN1 has similar but weaker effects on PROTEIN2, requiring 5 to 10 times more PROTEIN1 than with amoeba actin.",BioInfer.d7.s0,profilin,muscle actin
70,BioInfer.d7,False,"Acanthamoeba PROTEIN1 has similar but weaker effects on muscle PROTEIN2, requiring 5 to 10 times more PROTEIN1 than with amoeba PROTEIN2.",BioInfer.d7.s0,profilin,actin
71,BioInfer.d7,False,"Acanthamoeba PROTEIN2 has similar but weaker effects on muscle actin, requiring 5 to 10 times more PROTEIN2 than with amoeba actin.",BioInfer.d7.s0,profilin,profilin
72,BioInfer.d7,False,"Acanthamoeba profilin has similar but weaker effects on PROTEIN1, requiring 5 to 10 times more profilin than with amoeba PROTEIN2.",BioInfer.d7.s0,muscle actin,actin
73,BioInfer.d7,False,"Acanthamoeba PROTEIN2 has similar but weaker effects on muscle PROTEIN1, requiring 5 to 10 times more PROTEIN2 than with amoeba PROTEIN1.",BioInfer.d7.s0,actin,profilin
74,BioInfer.d7,True,Acanthamoeba PROTEIN2 strongly inhibits in a concentration-dependent fashion the rate and extent of Acanthamoeba PROTEIN1 polymerization in 50 mM KCl.,BioInfer.d7.s1,actin,profilin
75,BioInfer.d7,True,"Addition of PROTEIN1 to polymerized PROTEIN2 causes it to depolymerize until a new steady-state, dependent on PROTEIN1 concentration, is achieved.",BioInfer.d7.s2,profilin,actin
76,BioInfer.d7,False,"Addition of PROTEIN2 to polymerized actin causes it to depolymerize until a new steady-state, dependent on PROTEIN2 concentration, is achieved.",BioInfer.d7.s2,profilin,profilin
77,BioInfer.d7,False,"Addition of PROTEIN2 to polymerized PROTEIN1 causes it to depolymerize until a new steady-state, dependent on PROTEIN2 concentration, is achieved.",BioInfer.d7.s2,actin,profilin
78,BioInfer.d7,False,Mechanism of action of Acanthamoeba PROTEIN1: demonstration of PROTEIN2 species specificity and regulation by micromolar concentrations of MgCl2.,BioInfer.d7.s3,profilin,actin
79,BioInfer.d7,True,"MgCl2 strongly inhibits these effects of PROTEIN2, most likely by binding to the high-affinity divalent cation site on the PROTEIN1.",BioInfer.d7.s4,actin,profilin
80,BioInfer.d8,False,"Accordingly, PROTEIN2 is also found in these structures, again in the absence of PROTEIN1.",BioInfer.d8.s0,alpha-catenin,beta-catenin
81,BioInfer.d8,True,"In addition to its presence in cell-cell adhesion sites, we have found PROTEIN1, but not PROTEIN2, in the Z-discs of heart and skeletal striated muscles.",BioInfer.d8.s1,beta-catenin,alpha-catenin
82,BioInfer.d9,True,"A chimera consisting of the alpha-catenin-binding region of PROTEIN1 linked to the amino terminus of PROTEIN2 behaves as a monomer in solution, as expected, since PROTEIN1 binding disrupts the alpha-catenin dimer.",BioInfer.d9.s0,beta-catenin,alpha-catenin 57-264
83,BioInfer.d9,True,"A chimera consisting of the PROTEIN2-binding region of beta-catenin linked to the amino terminus of PROTEIN2 57-264 behaves as a monomer in solution, as expected, since beta-PROTEIN1ing disrupts the PROTEIN2 dimer.",BioInfer.d9.s0,beta-catenin,alpha-catenin
84,BioInfer.d9,True,"A chimera consisting of the PROTEIN2-binding region of beta-catenin linked to the amino terminus of PROTEIN2 57-264 behaves as a monomer in solution, as expected, since beta-PROTEIN1ing disrupts the PROTEIN2 dimer.",BioInfer.d9.s0,beta-catenin,alpha-catenin
85,BioInfer.d9,False,"A chimera consisting of the alpha-catenin-binding region of PROTEIN1 linked to the amino terminus of alpha-catenin 57-264 behaves as a monomer in solution, as expected, since PROTEIN2ding disrupts the alpha-catenin dimer.",BioInfer.d9.s0,beta-catenin,beta-catenin
86,BioInfer.d9,False,"A chimera consisting of the PROTEIN2-binding region of beta-catenin linked to the amino terminus of PROTEIN2 57-264 behaves as a monomer in solution, as expected, since beta-PROTEIN1ing disrupts the PROTEIN2 dimer.",BioInfer.d9.s0,beta-catenin,alpha-catenin
87,BioInfer.d9,False,"A chimera consisting of the alpha-catenin-binding region of PROTEIN1 linked to the amino terminus of PROTEIN2 behaves as a monomer in solution, as expected, since PROTEIN1 binding disrupts the alpha-catenin dimer.",BioInfer.d9.s0,beta-catenin,alpha-catenin 57-264
88,BioInfer.d9,False,"A chimera consisting of the PROTEIN2-binding region of beta-catenin linked to the amino terminus of PROTEIN2 57-264 behaves as a monomer in solution, as expected, since beta-PROTEIN1ing disrupts the PROTEIN2 dimer.",BioInfer.d9.s0,beta-catenin,alpha-catenin
89,BioInfer.d9,False,"A chimera consisting of the PROTEIN2-binding region of beta-catenin linked to the amino terminus of PROTEIN1ves as a monomer in solution, as expected, since beta-catenin binding disrupts the PROTEIN2 dimer.",BioInfer.d9.s0,alpha-catenin 57-264,alpha-catenin
90,BioInfer.d9,False,"A chimera consisting of the PROTEIN2-binding region of beta-catenin linked to the amino terminus of PROTEIN1ves as a monomer in solution, as expected, since beta-catenin binding disrupts the PROTEIN2 dimer.",BioInfer.d9.s0,alpha-catenin 57-264,alpha-catenin
91,BioInfer.d9,False,"A chimera consisting ofPROTEIN2-binding region of beta-catenin linked to the amino terminus of PROTEIN1 57-264 behaves as a monomer in solution, as expected, since beta-catenin binding disruptsPROTEIN2 dimer.",BioInfer.d9.s0,alpha-catenin,alpha-catenin
92,BioInfer.d10,True,Acidic domain of the PROTEIN2 (P) of vesicular stomatitis virus differentially interacts with homologous and heterologous PROTEIN1 (N).,BioInfer.d10.s0,nucleocapsid protein,phosphoprotein
93,BioInfer.d10,True,Acidic domain of the phosphoprotein (PROTEIN2) of vesicular stomatitis virus differentially interacts with homologous and heterologous PROTEIN1 (N).,BioInfer.d10.s0,nucleocapsid protein,P
94,BioInfer.d10,True,Acidic domain of the PROTEIPROTEIN21 (P) of vesicular stomatitis virus differentially interacts with homologous and heterologous nucleocapsid protein (PROTEIN2).,BioInfer.d10.s0,phosphoprotein,N
95,BioInfer.d10,True,Acidic domain of the phosphoprotein (PROTEIPROTEIN21) of vesicular stomatitis virus differentially interacts with homologous and heterologous nucleocapsid protein (PROTEIN2).,BioInfer.d10.s0,P,N
96,BioInfer.d10,False,Acidic domain of the phosphoprotein (P) of vesicular stomatitis virus differentially interacts with homologous and heterologous PROTEIPROTEIN21 (PROTEIN2).,BioInfer.d10.s0,nucleocapsid protein,N
97,BioInfer.d10,False,Acidic domain of the PROTEIN2ROTEIN1 (PROTEIN2) of vesicular stomatitis virus differentially interacts with homologous and heterologous nucleocapsid protein (N).,BioInfer.d10.s0,phosphoprotein,P
98,BioInfer.d11,False,"A common feature of these PROTEIN2-positive domains is the deep membrane infoldings, where bundles of PROTEIN1 filaments are inserted into the membrane.",BioInfer.d11.s0,actin,talin
99,BioInfer.d12,True,A core activity associated with the N terminus of the yeast RAD52 protein is revealed by PROTEIN2 overexpression suppression of C-terminal PROTEIN1 truncation alleles.,BioInfer.d12.s0,rad52,RAD51
100,BioInfer.d12,False,A core activity associated with the N terminus of the yeast PROTEIN2 protein is revealed by RAD51 overexpression suppression of C-terminal PROTEIN1 truncation alleles.,BioInfer.d12.s0,rad52,RAD52
101,BioInfer.d12,False,A core activity associated with the N terminus of the yeast PROTEIN2 protein is revealed by PROTEIN1 overexpression suppression of C-terminal rad52 truncation alleles.,BioInfer.d12.s0,RAD51,RAD52
102,BioInfer.d14,True,"PROTEIN2 such as profilin and PROTEIN1 bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric actin.",BioInfer.d14.s0,gelsolin,Actin-binding proteins
103,BioInfer.d14,True,"PROTEIN2 such as profilin and gelsolin bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric PROTEIN1.",BioInfer.d14.s0,actin,Actin-binding proteins
104,BioInfer.d14,True,"PROTEIN1 such as PROTEIN2 and gelsolin bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric actin.",BioInfer.d14.s0,Actin-binding proteins,profilin
105,BioInfer.d14,False,"Actin-binding proteins such as profilin and PROTEIN1 bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric PROTEIN2.",BioInfer.d14.s0,gelsolin,actin
106,BioInfer.d14,False,"Actin-binding proteins such as PROTEIN2 and PROTEIN1 bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric actin.",BioInfer.d14.s0,gelsolin,profilin
107,BioInfer.d14,False,"Actin-binding proteins such as PROTEIN2 and gelsolin bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric PROTEIN1.",BioInfer.d14.s0,actin,profilin
108,BioInfer.d14,False,"These studies suggest that PROTEIN1 and gelsolin may control the generation of 3-OH phosphorylated phosphoinositides, which in turn may regulate the PROTEIN2 polymerization.",BioInfer.d14.s1,profilin,actin
109,BioInfer.d14,False,"These studies suggest that PROTEIN1 and PROTEIN2 may control the generation of 3-OH phosphorylated phosphoinositides, which in turn may regulate the actin polymerization.",BioInfer.d14.s1,profilin,gelsolin
110,BioInfer.d14,False,"These studies suggest that profilin and PROTEIN2 may control the generation of 3-OH phosphorylated phosphoinositides, which in turn may regulate the PROTEIN1 polymerization.",BioInfer.d14.s1,actin,gelsolin
111,BioInfer.d14,True,This effect is specific to profilin and gelsolin because other cytoskeletal proteins such as PROTEIN2 or actin do not affect PROTEIN1 activity.,BioInfer.d14.s2,PI 3-kinase,tau
112,BioInfer.d14,True,This effect is specific to profilin and gelsolin because other cytoskeletal proteins such as tau or PROTEIN2 do not affect PROTEIN1 activity.,BioInfer.d14.s2,PI 3-kinase,actin
113,BioInfer.d14,False,This effect is specific to PROTEIN1 and gelsolin because other cytoskeletal proteins such as tau or actin do not affect PROTEIN2 activity.,BioInfer.d14.s2,profilin,PI 3-kinase
114,BioInfer.d14,False,This effect is specific to PROTEIN1 and gelsolin because other cytoskeletal proteins such as PROTEIN2 or actin do not affect PI 3-kinase activity.,BioInfer.d14.s2,profilin,tau
115,BioInfer.d14,False,This effect is specific to PROTEIN1 and gelsolin because other cytoskeletal proteins such as tau or PROTEIN2 do not affect PI 3-kinase activity.,BioInfer.d14.s2,profilin,actin
116,BioInfer.d14,False,This effect is specific to PROTEIN1 and PROTEIN2 because other cytoskeletal proteins such as tau or actin do not affect PI 3-kinase activity.,BioInfer.d14.s2,profilin,gelsolin
117,BioInfer.d14,False,This effect is specific to profilin and PROTEIN2 because other cytoskeletal proteins such as tau or actin do not affect PROTEIN1 activity.,BioInfer.d14.s2,PI 3-kinase,gelsolin
118,BioInfer.d14,False,This effect is specific to profilin and gelsolin because other cytoskeletal proteins such as PROTEIN1 or PROTEIN2 do not affect PI 3-kinase activity.,BioInfer.d14.s2,tau,actin
119,BioInfer.d14,False,This effect is specific to profilin and PROTEIN2 because other cytoskeletal proteins such as PROTEIN1 or actin do not affect PI 3-kinase activity.,BioInfer.d14.s2,tau,gelsolin
120,BioInfer.d14,False,This effect is specific to profilin and PROTEIN2 because other cytoskeletal proteins such as tau or PROTEIN1 do not affect PI 3-kinase activity.,BioInfer.d14.s2,actin,gelsolin
121,BioInfer.d16,True,Actin-depolymerizing factor (PROTEIN1) and cofilin define a family of PROTEIN2 essential for the rapid turnover of filamentous actin in vivo.,BioInfer.d16.s0,ADF,actin-binding proteins
122,BioInfer.d16,True,PROTEIN1 (ADF) and cofilin define a family of PROTEIN2 essential for the rapid turnover of filamentous actin in vivo.,BioInfer.d16.s0,Actin-depolymerizing factor,actin-binding proteins
123,BioInfer.d16,True,Actin-depolymerizing factor (ADF) and PROTEIN1 define a family of PROTEIN2 essential for the rapid turnover of filamentous actin in vivo.,BioInfer.d16.s0,cofilin,actin-binding proteins
124,BioInfer.d16,True,Actin-depolymerizing factor (ADF) and cofilin define a family of PROTEIN2 essential for the rapid turnover of filamentous PROTEIN1 in vivo.,BioInfer.d16.s0,actin,actin-binding proteins
125,BioInfer.d16,False,PROTEIN2 (PROTEIN1) and cofilin define a family of actin-binding proteins essential for the rapid turnover of filamentous actin in vivo.,BioInfer.d16.s0,ADF,Actin-depolymerizing factor
126,BioInfer.d16,False,Actin-depolymerizing factor (PROTEIN1) and PROTEIN2 define a family of actin-binding proteins essential for the rapid turnover of filamentous actin in vivo.,BioInfer.d16.s0,ADF,cofilin
127,BioInfer.d16,False,Actin-depolymerizing factor (PROTEIN1) and cofilin define a family of PROTEIN2-binding proteins essential for the rapid turnover of filamentous PROTEIN2 in vivo.,BioInfer.d16.s0,ADF,actin
128,BioInfer.d16,False,PROTEIN1 (ADF) and PROTEIN2 define a family of actin-binding proteins essential for the rapid turnover of filamentous actin in vivo.,BioInfer.d16.s0,Actin-depolymerizing factor,cofilin
129,BioInfer.d16,False,PROTEIN1 (ADF) and cofilin define a family of PROTEIN2-binding proteins essential for the rapid turnover of filamentous PROTEIN2 in vivo.,BioInfer.d16.s0,Actin-depolymerizing factor,actin
130,BioInfer.d16,False,Actin-depolymerizing factor (ADF) and PROTEIN1 define a family of PROTEIN2-binding proteins essential for the rapid turnover of filamentous PROTEIN2 in vivo.,BioInfer.d16.s0,cofilin,actin
